artist_name,mb_artist_id,mb_country,mb_type,mb_begin_year,tag,tag_count
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,pop,4
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,american,-1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,blues,6
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,british,1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,uk,1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,band,-1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,folk rock,0
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,psychedelic rock,0
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,blues rock,12
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,jam band,0
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,classic rock,2
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,soft rock,14
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,acoustic rock,0
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,pop rock,11
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,electric blues,0
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,british blues,6
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,english,1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,rock music,-1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,classic pop and rock,-1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,pop/rock,-1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,art pop,1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,fleetwood mac,-1
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,Group,1967,british-american,0
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,synthpop,1
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,pop,6
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,singer-songwriter,1
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,synth-pop,5
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,electropop,2
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,female vocals,1
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,indie pop,3
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,dance-pop,5
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,pop rock,1
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,alternative pop,3
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,lesbian,1
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,queer,5
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,queer pop,1
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,sapphic,1
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,2020s,0
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,gen z,0
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,US,Person,1998,gay pop,1
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,pop,3
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,dance-pop,3
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,pop rock,-1
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,trip hop,1
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,teen pop,3
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,r&b,1
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,bubblegum pop,1
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,2020s,2
Addison Rae,610b71d9-fa78-47d6-9073-083922e73840,US,Person,2000,gen z,1
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,pop,9
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,american,1
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,electropop,2
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,rnb,1
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,female vocalists,1
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,dance-pop,2
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,2020s,2
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,gen z,1
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,nepo baby,0
Sabrina Carpenter,1882fe91-cdd9-49c9-9956-8e06a3810bd4,US,Person,1999,my top songs,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,rock,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,electronic,5
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,synthpop,2
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,pop,23
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,jazz,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,dance,3
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,american,-1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,usa,-1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,synth-pop,7
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,electropop,16
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,disco,0
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,americana,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,américain,-1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,female vocals,2
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,2000s,0
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,dance-pop,20
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,adult contemporary,0
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,pop rock,9
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,europop,0
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,electro house,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,edm,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,film soundtrack,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,united states,-2
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,britney spears,-1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,the fame,-2
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,gata rahe mera dil,-1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,2010s,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,art pop,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,edge of glory,-2
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,millennial,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,saxx dreams,-1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,server name,0
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,industrial pop,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,2020s,0
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,late 2000s,1
Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,US,Person,1986,nuno,0
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,rock,6
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,pop,5
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,punk,3
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,american,0
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,punk rock,1
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,new wave,15
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,usa,-1
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,power pop,3
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,disco,6
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,female vocals,1
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,pop rock,2
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,classic pop and rock,0
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,pop/rock,0
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,pop reggae,0
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,new york punk,2
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,US,Group,1974,cbgb scene,0
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,pop,22
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,black metal,-1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,hip hop,0
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,electropop,-1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,dance-pop,2
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,pop rap,1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,english,0
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,reggaeton,1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,gay,-2
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,amazing,-3
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,contemporary country,1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,teen pop,11
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,christmas music,-1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,r&b,1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,contemporary r&b,0
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,2010s,3
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,tropical house,1
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,terrible,0
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,awful,0
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,2020s,2
Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,Person,1994,reggea,0
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,rock,4
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,american,0
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,blues,1
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,instrumental rock,1
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,psychedelic rock,1
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,blues rock,9
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,country rock,1
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,southern rock,10
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,jam band,3
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,classic rock,1
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,pop rock,1
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,electric blues,3
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,jam,0
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,classic pop and rock,0
The Allman Brothers Band,72359492-22be-4ed9-aaa0-efa434fb2b01,US,Group,1969,the allman brothers band,0
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,rock,3
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,alternative rock,2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,rap,3
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,punk,-1
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,american,-1
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,hip-hop,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,electro,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,hip hop,19
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,usa,-1
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,funk,2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,hiphop,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,hardcore punk,3
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,américain,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,alternative hip-hop,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,ny,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,rap rock,13
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,us,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,rock and indie,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,alternative hip hop,2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,experimental hip hop,3
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,prank calls,-3
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,east coast hip hop,8
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,hardcore hip hop,1
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,new york hardcore,2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,old school hip hop,-2
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,golden age hip hop,0
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,mid-school hip hop,3
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,Group,1979,alliteration,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,rock,4
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,heavy metal,5
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,industrial rock,-2
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,metal,0
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,american,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,punk rock,1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,band,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,hard rock,31
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,folk rock,0
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,art rock,2
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,acoustic rock,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,pop rock,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,arena rock,1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,piano rock,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,glam metal,9
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,aor,1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,glam,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,classic pop and rock,-2
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,glam punk,0
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,pop/rock,-2
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,patience,-2
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,+usa (california:los angeles),-2
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,2008 universal fire victim,-1
Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,US,Group,1985,estados unidos,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,rock,8
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,alternative rock,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,punk,1
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,punk rock,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,british,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,post-punk,5
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,new wave,10
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,uk,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,indie rock,1
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,power pop,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,alternative,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,pop rock,6
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,reggae rock,3
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,english,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,england,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,the police,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,classic pop and rock,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,pop/rock,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,pop reggae,0
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,Group,1977,2008 universal fire victim,0
Survivor,55ef024a-6cc0-49ed-8ce2-2e12193c0f46,US,Group,1977,rock,3
Survivor,55ef024a-6cc0-49ed-8ce2-2e12193c0f46,US,Group,1977,hard rock,3
Survivor,55ef024a-6cc0-49ed-8ce2-2e12193c0f46,US,Group,1977,adult contemporary,1
Survivor,55ef024a-6cc0-49ed-8ce2-2e12193c0f46,US,Group,1977,pop rock,1
Survivor,55ef024a-6cc0-49ed-8ce2-2e12193c0f46,US,Group,1977,aor,1
Survivor,55ef024a-6cc0-49ed-8ce2-2e12193c0f46,US,Group,1977,pop and chart,0
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,rock,8
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,alternative rock,12
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,shoegaze,-1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,british,5
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,uk,0
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,madchester,1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,hard rock,1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,britannique,0
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,indie rock,4
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,power pop,0
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,indie,1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,psychedelic rock,2
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,britpop,16
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,indie pop,1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,acoustic rock,1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,noise pop,1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,pop rock,1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,neo-psychedelia,4
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,england,-1
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,manchester,0
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,rock and indie,0
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,post-britpop,0
Oasis,39ab1aed-75e0-4140-bd47-540276886b60,GB,Group,1991,favoritos,0
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,electronic,2
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,pop,1
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,dance,1
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,house,2
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,seen live,0
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,electropop,4
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,dance-pop,4
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,funky house,1
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,progressive house,14
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,club,1
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,electro house,7
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,edm,9
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,house music,1
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,tropical house,1
Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,SE,Person,1989,festival progressive house,1
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,electronic,6
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,pop,2
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,dance,2
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,house,2
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,synth-pop,2
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,electropop,5
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,disco,1
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,dance-pop,7
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,progressive house,3
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,acid house,1
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,uk garage,2
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,club,2
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,hip house,1
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,electro house,4
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,edm,6
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,dance and electronica,1
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,electronic pop,1
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,funktronica,2
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,nu disco,3
Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,,Person,1984,nu-disco,3
