artist_name,mb_artist_id,mb_country,mb_type,mb_begin_year,tag,tag_count
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,jazz,0
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,british,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,uk,0
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,easy listening,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,synth-pop,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,soft rock,7
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,adult contemporary,3
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,pop rock,5
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,blue-eyed soul,0
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,english,0
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,aor,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,classic pop and rock,0
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,pop soul,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,progressive pop,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,sophisti-pop,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,art pop,1
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,Person,1951,phil collins hits cd2,0
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,rock,22
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,alternative rock,15
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,american,2
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,grunge,3
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,hard rock,5
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,indie rock,0
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,alternative,-1
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,post-grunge,12
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,acoustic rock,-1
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,pop rock,0
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,us,0
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,rock and indie,0
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,everlong,0
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,Group,1994,nuno,0
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,rock,4
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,synthpop,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,pop,1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,alternative rock,3
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,80s,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,british,2
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,post-punk,15
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,new wave,3
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,uk,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,madchester,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,indie rock,12
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,indie,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,alternative,0
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,britpop,1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,interview,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,indie pop,16
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,indie folk,0
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,jangle pop,18
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,english,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,england,-3
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,manchester,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,rock and indie,-2
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,ozymandias_,-2
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,alternative rock music,0
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,rough trade,0
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,permanent wave,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,uk post-punk,-1
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,rock groups,0
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB,Group,1982,_spam,-1
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,rock,3
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,alternative rock,0
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,80s,0
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,punk,-1
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,american,0
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,punk rock,0
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,post-punk,11
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,new wave,16
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,usa,-1
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,funk rock,4
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,alternative,-1
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,art rock,1
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,pop rock,3
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,art punk,10
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,afrobeat,0
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,classic pop and rock,0
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,art pop,6
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,new york punk,0
Talking Heads,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US,Group,1974,prog related,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,rock,2
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,synthpop,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,pop,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,alternative rock,18
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,american,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,new wave,4
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,usa,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,indie rock,8
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,indie,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,alternative,-1
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,américain,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,post-punk revival,4
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,pop rock,6
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,heartland rock,4
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,rock and indie,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,united states,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,christmas music,1
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,las vegas,0
The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,US,Group,2001,big music,2
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,rock,5
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,pop,0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,new wave,1
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,psychedelic rock,4
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,blues rock,5
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,country rock,1
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,pop rock,1
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,rock and indie,0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,US,Group,1967,pop/rock,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,rock,11
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,70s,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,80s,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,heavy metal,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,metal,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,american,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,hard rock,30
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,blues rock,16
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,classic rock,5
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,album rock,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,1980s,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,1970s,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,soft rock,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,pop rock,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,arena rock,3
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,rock and roll,3
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,glam metal,4
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,roots rock,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,blues-rock,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,aor,3
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,classic pop and rock,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,pop-metal,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,medley a b,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,contemporary pop/rock,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,classic rock. blues rock,0
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,+usa (massachusetts:boston),-2
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,2008 universal fire victim,-1
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,Group,1970,estados unidos,0
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,rock,3
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,american,0
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,blues,6
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,folk rock,1
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,blues rock,8
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,rock and roll,0
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,electric blues,4
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,boogie rock,4
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,classic pop and rock,0
Canned Heat,815a0279-558c-4522-ac3b-6a1e259e95b5,US,Group,1965,christmas music,0
Disco Lines,9b2f64a8-98ea-433b-bfe0-2675c02b08db,US,Person,1999,,0
The Staple Singers,3d49e36a-cc9e-411e-93c6-d1646ba5bd3a,US,Group,1948,jazz,1
The Staple Singers,3d49e36a-cc9e-411e-93c6-d1646ba5bd3a,US,Group,1948,soul,3
The Staple Singers,3d49e36a-cc9e-411e-93c6-d1646ba5bd3a,US,Group,1948,gospel,1
The Staple Singers,3d49e36a-cc9e-411e-93c6-d1646ba5bd3a,US,Group,1948,rock and indie,1
The Staple Singers,3d49e36a-cc9e-411e-93c6-d1646ba5bd3a,US,Group,1948,stax,1
The Staple Singers,3d49e36a-cc9e-411e-93c6-d1646ba5bd3a,US,Group,1948,r&b,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,trance,0
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,electronic,10
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,synthpop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,pop,7
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,dance,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,house,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,new wave,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,electro,0
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,hip hop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,uk,5
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,electronica,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,synth-pop,9
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,electropop,17
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,female vocalists,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,female vocals,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,indie pop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,glitch,0
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,dance-pop,12
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,experimental pop,2
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,pop rock,0
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,pop punk,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,europop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,new jack swing,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,ambient house,0
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,electroclash,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,grime,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,experimental hip hop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,2010s,2
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,art pop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,bubblegum pop,0
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,deep dubstep,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,bubblegum bass,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,pc music,3
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,deconstructed club,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,left-field pop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,avant-garde pop,1
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,hyperpop,11
Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,,Person,1992,2020s,2
Washed Out,74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,US,Person,1982,synthpop,1
Washed Out,74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,US,Person,1982,neo-psychedelia,1
Washed Out,74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,US,Person,1982,dream pop,1
Washed Out,74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,US,Person,1982,nu-disco,1
Washed Out,74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,US,Person,1982,chillwave,1
Washed Out,74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,US,Person,1982,electronic,1
Peggy Gou,4c41d78d-9dd5-430d-81ea-286052158293,,Person,1991,dance,1
Peggy Gou,4c41d78d-9dd5-430d-81ea-286052158293,,Person,1991,electronic,1
Peggy Gou,4c41d78d-9dd5-430d-81ea-286052158293,,Person,1991,house,1
Peggy Gou,4c41d78d-9dd5-430d-81ea-286052158293,,Person,1991,techno,1
Peggy Gou,4c41d78d-9dd5-430d-81ea-286052158293,,Person,1991,edm,1
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,american,1
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,usa,1
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,soul,5
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,américain,1
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,neo soul,2
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,god,1
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,soul and reggae,2
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,top 100,1
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,r&b,2
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,contemporary r&b,2
John Legend,75a72702-a5ef-4513-bca5-c5b944903546,US,Person,1978,top 10,1
La Roux,88d1360a-bc2d-47df-90d1-d2de285560aa,GB,Group,2006,electronic,2
La Roux,88d1360a-bc2d-47df-90d1-d2de285560aa,GB,Group,2006,synth-pop,1
The Bausa,34739a84-b388-4cea-9e77-2609fadd8bb7,NO,Group,,dance,1
The Bausa,34739a84-b388-4cea-9e77-2609fadd8bb7,NO,Group,,dance-pop,1
The Bausa,34739a84-b388-4cea-9e77-2609fadd8bb7,NO,Group,,funktronica,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,pop,17
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,dance,4
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,hip hop,5
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,reggae,3
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,contemporary r b,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,electropop,4
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,rnb,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,barbadian,3
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,female vocals,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,icon,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,dance-pop,9
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,dancehall,4
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,electro house,3
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,edm,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,pop and chart,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,female vocal,2
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,pop soul,4
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,rihanna,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,barbadien,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,barbados,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,barbade,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,rehab,1
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,r&b,14
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,contemporary r&b,9
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,pop culture,3
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,influential pop star,4
Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,US,Person,1988,pop star,2
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,electronic,2
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,dance,1
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,house,6
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,electropop,1
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,dance-pop,1
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,progressive house,2
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,electro house,3
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,edm,1
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,complextro,0
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,get dumb,0
Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,SE,Group,2008,festival progressive house,1
Amelie Lens,67db280d-c3e4-49d9-978e-4050f4e209ef,BE,Person,1990,electronic,1
Amelie Lens,67db280d-c3e4-49d9-978e-4050f4e209ef,BE,Person,1990,dance,1
Amelie Lens,67db280d-c3e4-49d9-978e-4050f4e209ef,BE,Person,1990,techno,2
Kaskade,29ed4a49-fb99-4a5c-8713-609cabe6f34a,US,Person,1971,electronic,5
Kaskade,29ed4a49-fb99-4a5c-8713-609cabe6f34a,US,Person,1971,house,4
Kaskade,29ed4a49-fb99-4a5c-8713-609cabe6f34a,US,Person,1971,american,0
Kaskade,29ed4a49-fb99-4a5c-8713-609cabe6f34a,US,Person,1971,deep house,0
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,rock,2
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,pop,10
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,singer-songwriter,2
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,electropop,2
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,female vocals,1
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,2000s,2
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,dance-pop,4
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,pop rock,7
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,pop and chart,0
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,united states,-1
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,sober,0
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,contemporary r&b,2
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,2010s,2
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,music for soccer moms,0
P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,US,Person,1979,zionist,1
Ravyn Lenae,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,US,Person,1999,pop,2
Ravyn Lenae,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,US,Person,1999,singer-songwriter,1
Ravyn Lenae,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,US,Person,1999,neo soul,2
Ravyn Lenae,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,US,Person,1999,r&b,2
Ravyn Lenae,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,US,Person,1999,contemporary r&b,2
Ravyn Lenae,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,US,Person,1999,alternative r&b,2
Ravyn Lenae,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,US,Person,1999,2020s,1
TLC,99790314-885a-4975-8614-9c5bc890364d,US,Group,1991,pop,2
