artist_id,artist_name,nb_album,nb_fan,fan_band
417228,Emerson String Quartet,58,20672,1K-50K
419598,The Laurie Berkner Band,106,1699,1K-50K
425278,Camille Thomas,35,3135,1K-50K
427388,Dasha,52,25456,1K-50K
427584,Erly Thornton,10,60,Under 1K
429675,Bruno Mars,37,12785252,Over 5M
430946,Parry Gripp,210,5824,1K-50K
431341,Sonny Fodera,183,32072,1K-50K
432578,Orchestra of St. Luke's,40,126,Under 1K
436163,Jungle,49,262844,50K-500K
468748,the Beaches,43,14110,1K-50K
469470,Bahamas,17,14867,1K-50K
470538,MY LITTLE PONY,139,11194,1K-50K
482758,DJ Snake,106,5797294,Over 5M
486336,Anders Holst,10,46,Under 1K
509291,Denis Kozhukhin,25,325,Under 1K
511732,John Morgan,17,401,Under 1K
520626,Will Donato,22,99,Under 1K
525046,Kendrick Lamar,34,6171117,Over 5M
525307,Walk The Moon,23,319790,50K-500K
525619,SAMPHA,17,85683,50K-500K
525643,Skrillex,87,3849615,500K-5M
538085,Kammerorchester Berlin,50,15,Under 1K
540808,Nate Smith,22,4573,1K-50K
541420,Mike James Kirkland,11,319,Under 1K
541784,Alex Warren,38,164783,50K-500K
551145,Rocco Ventrella,36,412,Under 1K
567146,Lake Street Dive,34,13772,1K-50K
587319,Jeremy Denk,19,394,Under 1K
613934,Jelly Roll,57,228156,50K-500K
616908,La Sonora Dinamita,59,505435,500K-5M
616943,Russ,229,252619,50K-500K
632926,MAC MILLER,56,1283731,500K-5M
633118,The English Concert,135,8008,1K-50K
647650,Twenty One Pilots,42,5003251,Over 5M
648136,IGOR LEVIT,23,5981,1K-50K
648668,Jon Pardi,30,65804,50K-500K
660609,Jewels,74,801,Under 1K
712188,Terence Young,17,31,Under 1K
712754,Poppy,49,86617,50K-500K
795404,Kristian Bezuidenhout,50,680,Under 1K
795457,The Saint Paul Chamber Orchestra,19,308,Under 1K
805948,Raye,89,482421,50K-500K
810148,The Latinaires,5,78,Under 1K
827425,Kane Brown,65,254402,50K-500K
863674,Caspar Babypants,36,3573,1K-50K
869752,Karen O,19,17136,1K-50K
877302,ROCKY HORROR,6,1300,1K-50K
883421,Cody Johnson,50,62815,50K-500K
891894,Sonny Boy Williamson II,11,8928,1K-50K
893222,Macklemore & Ryan Lewis,6,1234849,500K-5M
894664,Cardinal Rex Jim Lawson,10,223,Under 1K
903536,CKay,51,244905,50K-500K
961592,Icona Pop,81,620520,500K-5M
998013,Alexandra Stan,108,355114,50K-500K
1000137,Heidelberger Sinfoniker,34,28,Under 1K
1001897,Philharmonica Slavonica,74,8,Under 1K
1020109,Black Eyed Peas,60,6104866,Over 5M
1027239,Charles Bradley,12,103157,50K-500K
1042268,Angèle,36,1727972,500K-5M
1050140,The Brief Encounter,2,56,Under 1K
1052587,Avi Avital,26,5895,1K-50K
1055527,Michael Chance,51,959,Under 1K
1058631,Phoebe Bridgers,34,206813,50K-500K
1059460,Jon Batiste,55,38485,1K-50K
1072674,Turnstile,21,51132,50K-500K
1074021,Jay Wheeler,140,433263,50K-500K
1078812,Baby Rasta Y Gringo,66,551572,500K-5M
1083190,Cali Jones,2,0,Under 1K
1083455,Swamp Dogg,82,1791,1K-50K
1097186,Samuel Purdey,1,104,Under 1K
1101356,Paul Russell,22,4162,1K-50K
1121054,Martini Kings,4,72,Under 1K
1140313,Jordan Davis,63,56805,50K-500K
1161371,Gyedu-Blay Ambolley,18,1695,1K-50K
1166311,Feid,144,904978,500K-5M
1167812,Everett B Walters,16,24,Under 1K
1176900,Sabrina Carpenter,59,1813962,500K-5M
1179872,Blond:ish,82,13447,1K-50K
1182172,Jose Mauro,3,250,Under 1K
1182275,Friends From Rio,6,61,Under 1K
1186389,Denney,107,3989,1K-50K
1198612,ZEDD,82,1983266,500K-5M
1203284,Constantinople,32,2731,1K-50K
1211831,Les Amazones de Guinée,2,426,Under 1K
1218821,Lauren Alaina,35,14457,1K-50K
1220981,Tyla,30,190809,50K-500K
1245984,Brechete & The Big Beats,0,1,Under 1K
1246171,Patrick Lamb,27,393,Under 1K
1252867,Blue Hawaii,43,6490,1K-50K
1253104,Ellie Hope,6,26,Under 1K
1254388,Ta-Ku,36,27180,1K-50K
1257191,Juçara Marçal e Kiko Dinucci,1,6346,1K-50K
1258135,Mart'nália,40,69798,50K-500K
1264201,Geraldo Pino,2,248,Under 1K
1272674,Romeo Santos,29,3901919,500K-5M
1280500,Jamie WilliamS.,11,26,Under 1K
1305191,Simón Bolívar Symphony Orchestra of Venezuela,26,1219,1K-50K
1324555,Vikingur Olafsson,56,26750,1K-50K
1330256,Tedeschi Trucks Band,37,27726,1K-50K
1344834,Randy Quaid,1,12,Under 1K
1346116,Falling In Reverse,23,531155,500K-5M
1348013,Com Truise,14,22241,1K-50K
1351740,Brooklyn Express,4,92,Under 1K
1359318,Rakhim,46,15147,1K-50K
1380470,Maribou State,43,22171,1K-50K
1389877,Ashley McBryde,40,10353,1K-50K
1391975,Joel Vandroogenbroeck,29,151,Under 1K
1412607,Rohan Reid,12,89,Under 1K
1424602,Maluma,135,8074081,Over 5M
1424821,Lana Del Rey,70,5805821,Over 5M
1427030,Claudia Hayden,7,29,Under 1K
1427927,Tony Saunders,11,66,Under 1K
1428258,Cleo Sol,14,39016,1K-50K
1429841,Alok,288,4533555,500K-5M
1443471,Jessie Ware,76,141423,50K-500K
1462230,Charli xcx,114,1887584,500K-5M
1469025,St Germain,26,70671,50K-500K
1484746,Davi Sacer,61,697398,500K-5M
1504061,The Citizens of Halloween,210,757,Under 1K
1539961,Trent Reznor and Atticus Ross,31,28965,1K-50K
1541592,Gusttavo Lima,123,9131198,Over 5M
1541939,Prague Philharmonia,41,279,Under 1K
1547598,Benny Blanco,31,253767,50K-500K
1562638,Chronixx,44,157309,50K-500K
1562681,Ariana Grande,70,13425596,Over 5M
1574609,Stephan Moccio,65,3567,1K-50K
1594391,Kim Scott,23,203,Under 1K
1622064,Korona,6,111,Under 1K
1624980,Alabama Shakes,11,150360,50K-500K
1636873,Takako Nishizaki,121,661,Under 1K
1650227,Threestyle,87,93,Under 1K
1665246,Andreas Aleman,22,228,Under 1K
1685662,Marky Mark And The Funky Bunch,7,2002,1K-50K
1709730,Elle King,34,147192,50K-500K
1996541,Dylan Scott,57,23831,1K-50K
2013771,Kristjan Järvi,72,707,Under 1K
2299511,Soundscapes!,82,36,Under 1K
2349291,Donny Benét,23,2955,1K-50K
2454271,Iggy Azalea,39,3402698,500K-5M
2710131,HNNY,22,6992,1K-50K
3005591,Bennewitz Quartet,10,56,Under 1K
3120261,Matheus & Kauan,123,4558979,500K-5M
3134371,London Symphony Chorus,116,1973,1K-50K
3338531,Storioni Trio,9,23,Under 1K
3372121,Isabelle Faust,86,7843,1K-50K
3744641,Olamide,103,352587,50K-500K
3881631,Jorge & Mateus,76,11515290,Over 5M
3933641,Wizkid,76,997974,500K-5M
3975191,Alexis Ffrench,55,22124,1K-50K
4016340,Blake Aaron,33,326,Under 1K
4017020,Anna Kendrick,3,173511,50K-500K
4026000,Stevie Woods,8,36,Under 1K
4034904,Vel Lewis,13,3,Under 1K
4050205,The Weeknd,90,14686749,Over 5M
4089762,Carly Pearce,43,39900,1K-50K
4090223,Kids Original Motion Picture Soundtrack,1,103,Under 1K
4103977,Tove Lo,83,1661234,500K-5M
4104927,The Chainsmokers,107,5845529,Over 5M
4138340,Lil Ed & The Blues Imperials,13,326,Under 1K
4151514,Academy Of St Martin In The Fields,388,8208,1K-50K
4159531,Lella Cuberli,2,76,Under 1K
4168855,Lucerne Festival Orchestra,18,374,Under 1K
4194807,Leslie Odom Jr.,22,17607,1K-50K
4331004,Zara Larsson,81,1649920,500K-5M
4344458,Italian Classical Consort,27,33,Under 1K
4356661,Horszowski Trio,3,8,Under 1K
4387647,Edward Brewer,6,101,Under 1K
4397349,Ferrugem,168,3403353,500K-5M
4401157,Ron King,32,10,Under 1K
4417561,D. Brown,9,21,Under 1K
4428548,Nicolas Godin,18,5012,1K-50K
4448485,Lorde,22,2088096,500K-5M
4453490,Roberto Vally,15,69,Under 1K
4475716,Robson Jorge,10,527,Under 1K
4479584,Kapo,174,42189,1K-50K
4492087,Bebe Rexha,129,1834123,500K-5M
4495513,Travis Scott,64,3139536,500K-5M
4525924,Castella,53,41,Under 1K
4552655,Monster High,39,65472,50K-500K
4572288,Hubert Eaves IV,8,5,Under 1K
4575675,Sam Hunt,27,260935,50K-500K
4645712,Harry Mudie,3,117,Under 1K
4648381,Kelela,33,24105,1K-50K
4650604,Jazzmen,7,3,Under 1K
4651129,Curtis Harding,10,56471,50K-500K
4656807,Danna,115,6161,1K-50K
4660899,Rvssian,66,49151,1K-50K
4694728,Yemi Alade,107,391473,50K-500K
4698748,Becky G,111,1868094,500K-5M
4705791,Martin Owen,11,18,Under 1K
4740968,Illenium,152,129443,50K-500K
4833740,Josh Baker,49,2453,1K-50K
4838046,Cuzzomania,28,0,Under 1K
4855333,Lin Rountree,20,322,Under 1K
4860557,Wun two,232,3944,1K-50K
4860761,J Balvin,175,10339972,Over 5M
4873930,Ocha,102,271,Under 1K
4876653,Henrique & Juliano,87,10952645,Over 5M
4893551,Riley Green,47,34155,1K-50K
4913784,Ayo Jay,22,13902,1K-50K
4913844,KnightsBridge,397,398,Under 1K
4937383,Ozuna,160,4732571,500K-5M
4947930,Irish Chamber Orchestra,16,50,Under 1K
5097223,KAASI,8,3816,1K-50K
5112746,Dan + Shay,56,125959,50K-500K
5130634,Madison Beer,47,748499,500K-5M
5156135,Dayo Bello,47,348,Under 1K
5174343,Dash of Honey,23,43,Under 1K
5188834,Vincent Ingala,13,2167,1K-50K
5226738,Lily Meola,28,2727,1K-50K
5230862,Burton Inc,2,12,Under 1K
5245183,Daniel Caesar,27,415774,50K-500K
5261989,Sergi,52,3742,1K-50K
5266314,Greg Minnick,4,3,Under 1K
5273863,Officina Musicale,2,80,Under 1K
5291577,Junior Mendes,26,223,Under 1K
5297021,KAROL G,75,3411076,500K-5M
5306259,Kristen Bell,3,35229,1K-50K
5313805,Harry Styles,7,2195294,500K-5M
5316873,Andrew Rannells,3,680,Under 1K
5316874,Josh Gad,1,6380,1K-50K
5328540,Khruangbin,34,97886,50K-500K
5374412,Durand Bernarr,33,3591,1K-50K
5435357,Carlita,34,1915,1K-50K
5515551,Isaiah Rashad,24,68284,50K-500K
5518524,Furacão 2000,277,52766,50K-500K
5531258,SZA,41,1330171,500K-5M
5549375,Novo Amor,24,68948,50K-500K
5552795,Lenin Ramírez,106,358484,50K-500K
5563901,Paul Henderson,8,1,Under 1K
5571502,RÜFÜS DU SOL,62,142090,50K-500K
5575105,Tory Lanez,313,765528,500K-5M
5578942,Doja Cat,55,2502243,500K-5M
5594574,Los Temperamentos,11,689,Under 1K
5603027,Kehlani,86,712566,500K-5M
5617341,Maggie Rogers,21,57370,50K-500K
5632470,Orquesta Sinfónica de Navarra,8,47,Under 1K
5700709,Destin Conrad,40,5354,1K-50K
5703501,Brad Alexander,22,18,Under 1K
5730584,Michael Cates,21,799,Under 1K
5735369,Luis Figueroa,47,745,Under 1K
5769830,Selwyn Birchwood,9,2331,1K-50K
5801503,Tyler Childers,19,41579,1K-50K
5866223,Lost Frequencies,138,953654,500K-5M
5895828,Zé Neto & Cristiano,67,6531936,Over 5M
5918943,Mc Livinho,247,1787357,500K-5M
5932745,Funktastic Players,11,8,Under 1K
5947414,Byrne & Barnes,2,118,Under 1K
5952216,Nick Dukas,8,1,Under 1K
5962324,Hildur Guðnadóttir,32,12637,1K-50K
5992092,Kungs,58,748394,500K-5M
6043160,Kali Uchis,51,529245,500K-5M
6133462,Toddler Fun Learning,135,1967,1K-50K
6191868,Adia Victoria,18,1951,1K-50K
6223838,PAWSA,62,20715,1K-50K
6303698,Lainey Wilson,34,56007,50K-500K
6341660,Meitei,24,1130,1K-50K
6379768,Ryan Montano,22,43,Under 1K
6406296,Risco Connection,1,153,Under 1K
6462309,Chrystal,42,2114,1K-50K
6489117,Pierre Génisson,16,613,Under 1K
6512815,S.O.U.L.,22,121,Under 1K
6613926,Oscar Ortiz,34,5956,1K-50K
6630050,Mitski,13,521851,500K-5M
6699381,Jack Ü,5,406356,50K-500K
6705223,Quevedo,84,301696,50K-500K
6712461,Jim Richter,15,15,Under 1K
6741503,BUNT.,84,14068,1K-50K
6851443,Latin Mafia,19,34262,1K-50K
6853437,Shaboozey,38,67991,50K-500K
6979963,Cynthia Erivo,43,35881,1K-50K
6982223,BTS,91,3859451,500K-5M
7004075,Bryson Tiller,57,995815,500K-5M
7010575,Dardust,45,3216,1K-50K
7047219,Rawayana,75,80254,50K-500K
7068753,Diego & Victor Hugo,134,1215873,500K-5M
7071365,Shallou,49,11912,1K-50K
7153996,Cloonee,56,11126,1K-50K
7186550,Die Kammermusiker Zürich,4,90,Under 1K
7188840,Morgan Wallen,47,301245,50K-500K
7201052,The Deslondes,16,854,Under 1K
7208392,Lenny Tavarez,129,1040626,500K-5M
7224626,The War and Treaty,40,2045,1K-50K
7251032,Corbyn Besson,12,2429,1K-50K
7309256,Prospa,47,4835,1K-50K
7327640,Morat,73,1095852,500K-5M
7397124,Brent Faiyaz,50,342956,50K-500K
7414992,Pet Music Collection,1,5,Under 1K
7418694,Renee Elise Goldsberry,4,4567,1K-50K
7420680,Leon Bridges,36,94021,50K-500K
7439658,Pheelz,40,32094,1K-50K
7488552,Jidenna,26,26760,1K-50K
7494214,Palms Trax,19,6477,1K-50K
7497634,Sam Gellaitry,33,6666,1K-50K
7543848,Post Malone,39,4201564,500K-5M
7548984,Oxlade,77,112884,50K-500K
7626764,Parcels,35,136270,50K-500K
7803478,HUGEL,168,77178,50K-500K
7805012,BABYMETAL,37,180169,50K-500K
7890702,Marshmello,184,3109175,500K-5M
7900458,Juilliard Baroque,1,7,Under 1K
7954262,Flatland Cavalry,26,2359,1K-50K
7978764,Nature Soundscape,81,67,Under 1K
7998984,Wheels on the Bus,39,2367,1K-50K
8156852,Bad Wolves,33,85170,50K-500K
8185084,Regard,45,91549,50K-500K
8205210,James Hype,89,32905,1K-50K
8297772,George Birge,24,543,Under 1K
8310810,Nefera DeNile,0,118,Under 1K
8506054,Ghost,34,612307,500K-5M
8613614,Eladio Carrion,129,616357,500K-5M
8657430,J Hus,31,622251,500K-5M
8702226,Hailey Whitters,28,1151,1K-50K
8703826,Kevin Powers,25,497,Under 1K
8791550,Adekunle Gold,70,203749,50K-500K
8854030,The Smooth Jazz Alley,4,92,Under 1K
8896874,WizTheMc,7,10686,1K-50K
8948922,ANOTR,66,12505,1K-50K
8973774,Ravyn Lenae,29,24555,1K-50K
9064930,Cardi B,96,2597708,500K-5M
9079614,Young Gun Silver Fox,19,5165,1K-50K
9093938,Jack Harlow,50,342611,50K-500K
9216400,Brandon Marceal,10,11,Under 1K
9262400,Jessie Reyez,60,117224,50K-500K
9266850,Lola Young,41,96605,50K-500K
9308376,Josh Fawaz,35,2301,1K-50K
9419216,Shelly Sony,47,2554,1K-50K
9549148,Peggy Gou,30,202515,50K-500K
9551216,Latto,62,136583,50K-500K
9596260,DJ Guuga,240,615161,500K-5M
9626504,Luke Combs,43,363300,50K-500K
9635624,Billie Eilish,32,9252953,Over 5M
9700940,Bad Omens,23,165965,50K-500K
9757762,Amelie Lens,34,103289,50K-500K
9763952,Christian Nodal,70,2512518,500K-5M
9829340,Big Thief,15,72216,50K-500K
9945222,Jorja Smith,76,844325,500K-5M
9961172,Lucas Debargue,26,3156,1K-50K
9981596,Martin James Bartlett,14,178,Under 1K
10029998,Trio Vega,2,2,Under 1K
10100048,The Band CAMINO,41,4840,1K-50K
10126424,Amber Mark,47,15333,1K-50K
10168310,Jackson Dean,30,1727,1K-50K
10233610,Princess Cadance,0,126,Under 1K
10250918,Abacus Cinch,0,46,Under 1K
10252414,Evan Taylor,101,3,Under 1K
10292736,Naji,28,622,Under 1K
10318770,Lucky Daye,54,56479,50K-500K
10438656,Jacob Webb,17,46,Under 1K
10468691,Toby Fox,18,124898,50K-500K
10483695,Dreicon,76,20210,1K-50K
10580067,Rels B,101,944815,500K-5M
10583405,Bad Bunny,89,7999000,Over 5M
10602509,Nex Lev'l Band,4,8,Under 1K
10622701,Haley Joelle,37,1515,1K-50K
10623481,Crain & Taylor,2,20,Under 1K
10668247,Whethan,65,10198,1K-50K
10668885,Shenseea,105,133843,50K-500K
10728557,October London,38,4659,1K-50K
10759958,Kenny Nightingale,12,14,Under 1K
10796312,Koe Wetzel,34,9950,1K-50K
10799102,Oliver Tree,70,226812,50K-500K
11025166,Sleep Token,26,141946,50K-500K
11116250,Ella Mai,10,823745,500K-5M
11121158,Keshi,26,31810,1K-50K
11152580,Olivia Rodrigo,29,1823671,500K-5M
11190156,Clarent,48,8597,1K-50K
11209960,DJ Goja,128,4930,1K-50K
11242224,Lauana Prado,166,1852953,500K-5M
11289472,Rauw Alejandro,165,2136309,500K-5M
11299366,Corey Kent,41,1755,1K-50K
11361878,Rex Orange County,28,268307,50K-500K
11363014,DaBaby,75,1143568,500K-5M
11389676,Auli'i Cravalho,12,23191,1K-50K
11443084,Danny Ocean,61,812952,500K-5M
11477462,Kerala Dust,20,9014,1K-50K
11559031,Manuel Turizo,102,1565996,500K-5M
11573699,Clairo,23,482155,50K-500K
11581849,Karate Boogaloo,17,727,Under 1K
11582927,The Mozart Effect Orchestra,1,61,Under 1K
11815065,Ryan Castro,147,309908,50K-500K
11819131,Noah Kahan,39,197830,50K-500K
11928391,Aitana,58,348132,50K-500K
11960469,North Downs,4,404,Under 1K
11965753,Lisandro Cuxi,35,35727,1K-50K
12029862,Myke Towers,182,1705476,500K-5M
12030364,Randy B,16,1,Under 1K
12062642,Elijah Lee,45,1054,1K-50K
12096038,Central Cee,60,665158,500K-5M
12096672,Sam Fender,54,84712,50K-500K
12170972,John Summit,97,20361,1K-50K
12206372,Super Simple Songs,238,22899,1K-50K
12318006,Federico Estévez,3,26,Under 1K
12369444,Laufey,39,247175,50K-500K
12373730,Fujitsu,22,732,Under 1K
12465588,Giacomo Scinardo,6,55,Under 1K
12487862,Bizarrap,110,1124556,500K-5M
12501520,Mood J,3,135,Under 1K
12503574,Matteo Myderwyk,32,2598,1K-50K
12564362,Bob Marley,0,25207,1K-50K
12607183,The Marías,23,147953,50K-500K
12632339,Jordan Adetunji,38,6146,1K-50K
12641355,Myles Smith,34,75457,50K-500K
12721175,Panda,72,203339,50K-500K
12816021,Megan Thee Stallion,96,934019,500K-5M
12869727,Acraze,25,13296,1K-50K
12919403,Pinkfong,322,65404,50K-500K
12945219,Chappell Roan,19,311086,50K-500K
13046613,E Ruscha V,5,259,Under 1K
13286961,Arlo Parks,45,55581,50K-500K
13321745,Spiritbox,24,75939,50K-500K
13371963,Jaz Karis,41,3974,1K-50K
13631667,Don Toliver,68,507293,500K-5M
13641829,Saweetie,88,398003,50K-500K
13783079,Patsy Meyer,3,0,Under 1K
13817211,Tate McRae,71,608473,500K-5M
13864157,Dominic Fike,28,79904,50K-500K
13905711,Tems,23,267829,50K-500K
13910479,Haven.,13,882,Under 1K
13950249,Kassi Ashton,28,730,Under 1K
14309985,Placebo,4,689,Under 1K
14482665,Summer Walker,50,711955,500K-5M
14492701,Lil Tecca,41,717961,500K-5M
14534981,Omar Courtz,72,55469,50K-500K
14538869,Pacific Coliseum,17,314,Under 1K
14597475,Aaron Frazer,13,6435,1K-50K
14601135,KwN,18,15145,1K-50K
14623073,BYLJA,5,12,Under 1K
14640923,Slim Gambill,26,9,Under 1K
14779157,Kizz Daniel,54,243083,50K-500K
14867123,Ella Langley,27,29118,1K-50K
14913605,cruush,88,1086,1K-50K
15008095,Abe Lamarca,11,5,Under 1K
15190997,Fireboy Dml,52,354848,50K-500K
15304117,Natanael Cano,100,1148394,500K-5M
26450151,Alogte Oho & His Sounds of Joy,6,547,Under 1K
48995601,GIVĒON,22,336962,50K-500K
49013001,Mayke & Rodrigo,43,4947,1K-50K
49259582,DJ Oreia,127,133201,50K-500K
50523252,Morgan Seatree,37,1697,1K-50K
50633822,PEDRO SAMPAIO,67,1751901,500K-5M
51204222,The Kid Laroi,52,452161,50K-500K
51305922,Asake,46,133613,50K-500K
51610232,Mild Minds,37,1700,1K-50K
51965252,Doechii,43,152522,50K-500K
52471452,Nia Smith,11,1393,1K-50K
52862372,Ben Hemsley,30,1295,1K-50K
53266572,D.S. Wilson,21,174,Under 1K
53465462,Everybody Loves an Outlaw,5,9971,1K-50K
54061032,Dr. Yaro,15,117238,50K-500K
54236722,anaiis,35,1676,1K-50K
54330242,Grupo Menos É Mais,111,2257103,500K-5M
56094992,Omah lay,50,352873,50K-500K
56444382,Tommy Richman,46,19065,1K-50K
57340572,Aria Vega,31,2920,1K-50K
59691632,GloRilla,52,111064,50K-500K
61145262,Guilherme & Benuto,142,939776,500K-5M
62161882,Lars Taylor,24,7,Under 1K
63317272,Mark Ambor,21,39056,1K-50K
64841772,Jack Orley,28,99,Under 1K
64874492,Gracie Abrams,21,403977,50K-500K
64927672,Teddy Swims,77,420374,50K-500K
65148802,Disco Lines,60,6774,1K-50K
65549992,Yung Miami,16,2283,1K-50K
65564792,Alexandra Hamilton-Ayres,34,98,Under 1K
66693262,Seyi Vibez,82,22810,1K-50K
67206352,Papa Bear & His Cubs,1,436,Under 1K
67218672,Nate Smith,38,20733,1K-50K
67244002,BENEE,33,67379,50K-500K
67410412,Past Palms,13,7,Under 1K
68358002,Beele,95,439324,50K-500K
69617682,Adam Ten,48,1556,1K-50K
70227002,Djo,22,108162,50K-500K
70320102,Michael Orr And The Book Of Life,1,18,Under 1K
70757872,Libianca,16,24556,1K-50K
70986422,Mariah the Scientist,24,27334,1K-50K
71247072,Danny Go!,83,967,Under 1K
73725592,Kameron Marlowe,41,2984,1K-50K
74250642,Ron Burris,7,0,Under 1K
75659582,Olivia Dean,43,155408,50K-500K
75832332,BigXthaPlug,63,49900,1K-50K
77726412,Greg Adams and East Bay Soul,3,12,Under 1K
78063622,Tucker Wetmore,15,4428,1K-50K
79647972,Carter Faith,38,746,Under 1K
82675702,Mc Gimenes,497,1640,1K-50K
82716032,Treaty Oak Revival,18,4386,1K-50K
82803312,Tom Kinsella,8,4,Under 1K
83527112,Holly Humberstone,36,13872,1K-50K
83879762,Monaleo,48,7288,1K-50K
84575252,Lucas Ball,4,9,Under 1K
84941702,Rob,85,146,Under 1K
85065212,Leon Thomas,45,19695,1K-50K
87024672,Sonny Boy Williamson,3,1881,1K-50K
88121392,strongboi,13,2483,1K-50K
88480772,Marc Antoine,17,824,Under 1K
88900572,Vitinho Imperador,95,191203,50K-500K
89586582,Go Banana Go!,11,46,Under 1K
90496732,F3miii,24,1024,1K-50K
90822272,Bandé-Gamboa,4,204,Under 1K
95074402,Addison Rae,9,96466,50K-500K
95557122,Oldilla,85,98313,50K-500K
96725112,Common Saints,16,3747,1K-50K
96799272,Kaik & Alessandro,25,166,Under 1K
97855452,Oppidan,34,1868,1K-50K
101540662,Alostmen,2,163,Under 1K
102060542,Michael Marcagi,26,3072,1K-50K
103543712,STR4TA,19,1495,1K-50K
106871182,María Dueñas,29,744,Under 1K
107301842,Ian Asher,32,6622,1K-50K
112988802,Bibi Babydoll,193,11065,1K-50K
113241652,Bossman Dlow,48,18515,1K-50K
113547672,aespa,60,462454,50K-500K
114844082,Washington,14,68,Under 1K
115331762,Cameron Whitcomb,25,10022,1K-50K
117467152,Warren Zeiders,55,32450,1K-50K
117615952,Umbrella,1,27,Under 1K
118232102,MC Meno K,347,175098,50K-500K
121545492,Bailey Zimmerman,32,54290,50K-500K
122602052,PinkPantheress,36,238841,50K-500K
122856502,Megan Moroney,32,11130,1K-50K
123002982,Bluey,25,8707,1K-50K
125694832,Avery Cochrane,21,214,Under 1K
126335112,ROSÉ,7,560570,500K-5M
127463032,Ely Oaks,79,10536,1K-50K
128295062,Franco & le T.P OK Jazz,44,5920,1K-50K
129070482,Dean Turnley,4,125,Under 1K
129324502,Zach Top,24,6626,1K-50K
129758092,Noteworthy Band,2,0,Under 1K
129902452,Wyatt Flores,35,2884,1K-50K
133096332,Ama Louise,17,416,Under 1K
134334152,Wet Leg,14,61796,50K-500K
134709552,Sunday School Songs,22,11,Under 1K
136012742,VALORANT,44,16073,1K-50K
136485012,Carolina Gaitán - La Gaita,23,3030,1K-50K
139171932,Young Miko,53,136408,50K-500K
142015752,Gavin Adcock,58,3305,1K-50K
142821082,Yunchan Lim,21,1046,1K-50K
143900042,Carl Cox,16,195,Under 1K
145068682,LISA,16,597173,500K-5M
145336382,Danilo e Davi,44,95281,50K-500K
145468192,sombr,27,165990,50K-500K
146445062,Audrey Hobert,3,8607,1K-50K
146543992,Benson Boone,28,499078,50K-500K
146648222,Fred Robertson,3,0,Under 1K
148075452,jomm,17,467,Under 1K
148826552,Jill Butler,1,1,Under 1K
151187962,Jessica Darrow,4,1424,1K-50K
151240812,Mae Stephens,20,4914,1K-50K
153152092,Xavi,52,144418,50K-500K
158746002,Jonathan Leslie,3,1,Under 1K
161066302,Maisak,55,2500,1K-50K
161166112,4*TOWN (From Disney and Pixar’s Turning Red),2,8462,1K-50K
161314272,BNXN,45,45774,1K-50K
162866587,Cigarettes @ Sunset,16,387,Under 1K
167570077,W Sound,9,22867,1K-50K
169277537,DudePlaya,153,1013,1K-50K
171528407,Reneé Rapp,11,99860,50K-500K
174215197,Hanna Salzenstein,13,175,Under 1K
177930417,Mau P,20,7891,1K-50K
181157207,STELLA LEFTY,18,2745,1K-50K
181572967,Aeden Azora,3,13,Under 1K
189162577,ULBERT UNDERGROUND,1,1,Under 1K
189892567,Pleasurewood,8,103,Under 1K
192807517,Jack Sax Davies,5,2,Under 1K
193142737,Malcolm Todd,25,28963,1K-50K
193146897,FloyyMenor,37,40706,1K-50K
193471597,Jorge Rivera-Herrans,10,30153,1K-50K
198986137,CIL,17,3265,1K-50K
200995177,Zach John King,28,226,Under 1K
201300177,oskar med k,22,5554,1K-50K
203852657,Laila!,13,2738,1K-50K
204924487,Jazzy,76,6953,1K-50K
208800767,Tony G Turner,5,0,Under 1K
209730607,Max McNown,41,9448,1K-50K
212949977,Neton Vega,42,84046,50K-500K
222758875,Fahrenheit 702,3,6,Under 1K
222898665,TRIANGLE DES BERMUDES,13,85228,50K-500K
225789095,Tom Zygmont,11,1,Under 1K
226000935,Laza,28,28,Under 1K
231314415,803Fresh,18,492,Under 1K
241615471,The Bausa,43,5372,1K-50K
244056432,Julie Andrews,31,854,Under 1K
244659282,TWXNY,150,2841,1K-50K
248496042,Huey Lewis & The News,15,7199,1K-50K
248913582,Zhu,12,196,Under 1K
249999492,CA7RIEL & Paco Amoroso,33,14619,1K-50K
250680782,Good Neighbours,19,5027,1K-50K
252433822,Hazbin Hotel,6,14969,1K-50K
252459382,DJ P4K,165,56,Under 1K
259429362,Butter Knife Shawty,85,210,Under 1K
261498901,Hudson Westbrook,25,1712,1K-50K
261979111,Henry Mancini & His Orchestra,0,0,Under 1K
262914231,Shen Lab,9,211,Under 1K
264261321,CountryBeat,70,79080,50K-500K
265272032,SIENNA SPIRO,17,54383,50K-500K
269774012,Randy Sloan,7,6,Under 1K
271210292,KATSEYE,24,251719,50K-500K
271613792,EsDeeKid,19,33296,1K-50K
274771091,Slipping Through Worlds,1,3,Under 1K
276577691,Blake Whiten,16,1001,1K-50K
283174711,Ember Moat,1,1,Under 1K
287151801,Jade,3,212,Under 1K
289603201,Tay Iwar,50,278,Under 1K
295065921,hwungii,65,3720,1K-50K
302289351,Maphra,3,9854,1K-50K
312610241,Mack Geiger,6,118,Under 1K
321785301,Smooth Jazz Alley,7,7,Under 1K
330311461,HUNTR/X,9,232849,50K-500K
330450321,Luna Somnia,2,6,Under 1K
338703121,Bella Kay,10,10451,1K-50K
